HILICZ_negative|IK:KRKNYBCHXYNGOX-UHFFFAOYSA-N,HILICZ_negative|IK:FBPFZTCFMRRESA-KVTDHHQDSA-N,HILICZ_positive|IK:KWIUHFFTVRNATP-UHFFFAOYSA-N,HILICZ_positive|IK:OLXZPDWKRNYJJZ-UHFFFAOYSA-N,C18_positive|IK:WQZGKKKJIJFFOK-PHYPRBDBSA-N,HILICZ_positive|IK:KDJVHSVOXOZBDR-UHFFFAOYSA-N,HILICZ_positive|IK:CDRPUGZCRXZLFL-UHFFFAOYSA-N,HILICZ_positive|IK:HUMNYLRZRPPJDN-UHFFFAOYSA-N,HILICZ_negative|IK:SLWWJZMPHJJOPH-PHDIDXHHSA-N,HILICZ_negative|IK:CZMRCDWAGMRECN-UGDNZRGBSA-N,HILICZ_negative|IK:AAWZDTNXLSGCEK-LNVDRNJUSA-N,C18_negative|IK:GUBGYTABKSRVRQ-QUYVBRFLSA-N,HILICZ_positive|IK:SIKJAQJRHWYJAI-UHFFFAOYSA-N,HILICZ_negative|IK:DRTQHJPVMGBUCF-UHFFFAOYSA-N,C18_positive|IK:CDRPUGZCRXZLFL-UHFFFAOYSA-N,HILICZ_negative|IK:BJRNKVDFDLYUGJ-UHFFFAOYSA-N,C18_negative|IK:NJRLDXGREKHXGV-IVABAYMNSA-N,HILICZ_positive|IK:JHAXQRDTTACRKJ-FQDDALBOSA-N,HILICZ_negative|IK:SMUMBCREXHTKFN-VZOUQOBNSA-N,HILICZ_negative|IK:KCOOTJRKKIDHTM-UHFFFAOYSA-N,HILICZ_positive|IK:UAUDZVJPLUQNMU-KTKRTIGZSA-N,HILICZ_negative|IK:JVQYSWDUAOAHFM-UHFFFAOYSA-N,HILICZ_positive|IK:PUQSUZTXKPLAPR-UJPOAAIJSA-N,C18_positive|IK:BJHIKXHVCXFQLS-PQLUHFTBSA-N,HILICZ_positive|IK:NJMQSVWMCODQIP-FQXXIRCGSA-N,C18_positive|IK:ZUUPZDSDPDQRJK-VXPJCVMDSA-N,HILICZ_negative|IK:GHOKWGTUZJEAQD-UHFFFAOYSA-N,HILICZ_negative|IK:AMKYESDOVDKZKV-UHFFFAOYSA-N,HILICZ_positive|IK:GFFGJBXGBJISGV-UHFFFAOYSA-N,HILICZ_positive|IK:YNBADRVTZLEFNH-UHFFFAOYSA-N,HILICZ_negative|IK:YCIMNLLNPGFGHC-UHFFFAOYSA-N,HILICZ_negative|IK:VRYALKFFQXWPIH-UHFFFAOYSA-N,HILICZ_negative|IK:RYWDJUUPROVLNV-LXFHESFISA-N,HILICZ_negative|IK:CDRPUGZCRXZLFL-UHFFFAOYSA-N,HILICZ_negative|IK:WHBMMWSBFZVSSR-GSVOUGTGSA-N,HILICZ_negative|IK:ZBCATMYQYDCTIZ-UHFFFAOYSA-N,HILICZ_negative|IK:GFFGJBXGBJISGV-UHFFFAOYSA-N,HILICZ_negative|IK:IHCCAYCGZOLTEU-UHFFFAOYSA-N,C18_negative|IK:WQZGKKKJIJFFOK-DVKNGEFBSA-N,HILICZ_negative|IK:DLIKSSGEMUFQOK-UHFFFAOYSA-N,C18_positive|IK:SIKJAQJRHWYJAI-UHFFFAOYSA-N,HILICZ_positive|IK:CKTSBUTUHBMZGZ-SHYZEUOFSA-N,HILICZ_positive|IK:FDGQSTZJBFJUBT-UHFFFAOYSA-N,HILICZ_positive|IK:OZFDJYNLTZUREV-UHFFFAOYSA-N,HILICZ_positive|IK:ZBUMLAXYOMYUCL-UHFFFAOYSA-N,HILICZ_positive|IK:XEAQIWGXBXCYFX-UHFFFAOYSA-N,HILICZ_positive|IK:LZFOPEXOUVTGJS-UHFFFAOYSA-N,HILICZ_negative|IK:ODHCTXKNWHHXJC-UHFFFAOYSA-N,HILICZ_positive|IK:LJVMNMMAZVWXPY-UHFFFAOYSA-N,HILICZ_negative|IK:LWYJCVVIVLBLID-UHFFFAOYSA-N
18.0979640744874,17.289753810947644,17.391279718494243,0.0,0.0,0.0,0.0,18.925649522005184,13.81179445614988,12.98773101145787,14.068911621826963,15.918202922579344,15.604730580167988,15.370343584393796,0.0,14.620567437249743,0.0,0.0,0.0,14.757165767379028,0.0,15.342612818115176,13.68079674301019,15.930432020602032,0.0,0.0,14.310805231546972,0.0,0.0,0.0,0.0,13.322300604094576,14.036645796826017,0.0,14.408268782195934,0.0,13.638043237516971,0.0,14.073217235352484,14.310273596117744,14.225782970510512,13.84854543079854,13.889231594246189,0.0,14.047054761943588,0.0,13.685944064438267,12.27314972912031,13.812543523956196,0.0
0.0,19.94659573042494,20.4116122441468,16.729090785458187,0.0,0.0,0.0,0.0,17.860327462017718,0.0,18.520869420436803,0.0,0.0,14.628291527199604,15.74083951893426,0.0,15.722815278719809,0.0,0.0,17.082277017788858,15.061920404842269,0.0,14.232621679687266,16.97805236022935,0.0,16.390754294702944,0.0,0.0,0.0,18.39754061218674,0.0,16.081028600792163,15.35868126024564,0.0,0.0,16.120220278005128,15.253908767605562,13.692793994761937,0.0,0.0,15.492896191337298,0.0,0.0,0.0,0.0,17.29133237038817,0.0,17.63685187960684,14.644902128768498,0.0
17.133065748098833,17.8724193134195,17.302046034055255,0.0,0.0,0.0,15.790537270044814,18.38679639643121,15.343610149586672,14.263187840309213,15.696920620646086,0.0,0.0,15.080996702588417,0.0,16.324989375819232,0.0,15.814367154364133,14.47015893627382,13.775783238827408,0.0,14.40931885077888,14.700598213621763,15.686035760043856,0.0,16.165602448712487,14.471190386293156,0.0,0.0,14.830802800835436,15.513270354414503,14.296561539090376,14.381005707794184,0.0,14.179550495103545,0.0,14.288605582125005,0.0,0.0,0.0,14.619043973517844,13.509099446504235,0.0,14.211576191288572,13.944629323293228,0.0,0.0,13.3524618996492,13.861421398572736,0.0
18.04794381920705,0.0,0.0,15.377572573871223,0.0,14.965655155861562,0.0,17.39326074138211,0.0,0.0,0.0,14.941569244865455,15.19486279696402,0.0,13.698899399355856,16.140042012257855,13.877632189552008,0.0,13.68762288285636,0.0,0.0,11.44204067045235,0.0,0.0,13.812329899326803,15.12307819173978,0.0,0.0,0.0,0.0,13.173956625518205,0.0,12.92606891060676,12.232390843218951,0.0,0.0,0.0,14.342277207929463,0.0,0.0,12.712290456135282,0.0,11.609405241728224,14.337668789439956,0.0,12.990917068046304,13.582328434504078,0.0,12.811250636658272,13.718113943802742
18.126232395052853,0.0,0.0,0.0,0.0,0.0,0.0,16.161637331807427,0.0,0.0,0.0,0.0,14.101266988813748,0.0,15.380104055021492,14.170318002271566,0.0,12.449813095553711,0.0,0.0,0.0,0.0,0.0,16.78352478678767,0.0,0.0,0.0,0.0,16.00232839730497,0.0,0.0,0.0,0.0,0.0,12.041031840537968,0.0,0.0,0.0,14.682161999112637,0.0,14.17801601043607,14.160214918214844,14.179904756133194,13.792565005140926,0.0,11.978326096452408,0.0,12.4956890340019,0.0,0.0
18.02625291818072,16.435580594159315,0.0,16.81528375004678,0.0,14.92633152110138,0.0,16.396345160663394,0.0,0.0,0.0,0.0,14.377041912805332,0.0,0.0,13.922810186964542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.97536742689358,14.279799335918469,0.0,14.539127712045463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.649904986177663,0.0,0.0,13.881761098077074,12.808890300499746,13.630091908304724,0.0,12.557978358419016,12.855501804198212,0.0,0.0,14.045351058492232
17.896967361128254,0.0,0.0,17.40584925704678,0.0,15.793550741740296,16.473917429023388,18.42050716804965,13.10524880233117,0.0,0.0,15.03081268359564,0.0,13.521108636902248,15.149861288180364,0.0,15.318988115654848,15.4837020384541,13.81285244423096,0.0,0.0,0.0,13.17973309313331,15.50412132888676,13.852060385694145,0.0,0.0,0.0,0.0,0.0,14.207941329977896,0.0,0.0,14.143941373616466,0.0,13.015024865327474,13.218857811160245,0.0,13.413894341251403,12.91977518007793,14.67872618519016,14.163460422548171,0.0,0.0,0.0,14.868738741340952,14.48515194812594,0.0,0.0,14.605776802907322
18.00803308491882,0.0,0.0,16.472737372581587,16.017939274992983,14.824273838321242,0.0,18.09142273088477,0.0,0.0,0.0,15.814718294742566,15.774984404805425,15.244934059924248,14.026733913580095,17.534737392971618,14.574872483948589,0.0,14.708541572428658,12.2948187355938,13.439018366066616,0.0,0.0,0.0,14.68902460425348,15.736440894628082,13.502205663216776,14.588035395682752,0.0,0.0,14.10327931046966,0.0,0.0,12.870298836307343,0.0,0.0,0.0,13.798455222837456,0.0,14.295629116118036,13.264946369929724,13.40977098796498,14.89577422952541,0.0,13.272838530901888,0.0,13.297722328610623,11.982418435435587,13.004165737206907,13.401939648694604
17.75943498789708,16.866623849573944,17.65385500900846,17.386793018474552,16.82841124506653,16.312008834898926,16.89573478671141,16.77323108463035,13.542836081447398,0.0,12.252354786885885,15.384077459043956,0.0,12.925606076556006,15.20781488666951,0.0,15.02401469112986,16.380745002018415,14.983711031660436,14.749285863672863,15.160169005781311,0.0,13.412361666214528,0.0,15.28902874119192,0.0,14.526786884189931,14.284069789570372,0.0,14.78068138124492,0.0,0.0,13.948155069267058,15.070845525388323,15.1337452007406,14.253961637337689,13.85178540390703,0.0,14.685554136286031,13.964829917930947,14.699203665566802,0.0,0.0,0.0,12.57155791022013,15.667909288788175,14.639255631205582,13.651655265477151,0.0,14.047363556992869
0.0,16.05886517201182,0.0,0.0,0.0,0.0,0.0,17.24193297126769,0.0,15.758178147137114,10.191005787989226,15.688508426469111,0.0,14.605414647383192,13.806346133963418,12.849144883098438,0.0,13.820489184963368,0.0,0.0,13.537927093031996,13.44803671466737,0.0,16.157207605166718,0.0,14.331263756512191,0.0,14.440852128142406,0.0,0.0,13.142625972598578,0.0,0.0,0.0,11.921895281580696,0.0,13.586201057773172,0.0,0.0,0.0,12.757097470554996,13.754749773267712,11.39104333690292,13.759918316283953,11.795879081234911,13.564244466828452,0.0,0.0,0.0,0.0
